age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,unknown,1
55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,unknown,1
32,technician,married,secondary,no,524,no,no,cellular,5,aug,493,1,unknown,0
29,admin.,married,tertiary,no,167,yes,yes,cellular,13,oct,357,2,failure,0
32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,472,1,unknown,1
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,unknown,1
33,management,married,tertiary,no,876,no,no,unknown,20,may,1287,2,unknown,0
41,entrepreneur,divorced,tertiary,yes,0,yes,no,cellular,19,nov,21,10,unknown,0
26,technician,single,secondary,no,2087,no,no,unknown,8,may,151,1,unknown,0
46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,failure,0
38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,10,unknown,1
45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,other,1
45,management,married,tertiary,no,1866,no,no,unknown,11,jun,116,7,unknown,0
42,admin.,married,secondary,no,3842,no,no,cellular,31,jul,130,4,unknown,0
62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,unknown,0
27,blue-collar,single,secondary,no,71,yes,no,unknown,13,may,174,1,unknown,0
35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,other,1
60,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,2,unknown,1
32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,unknown,1
47,admin.,married,secondary,no,298,yes,no,cellular,11,may,183,1,unknown,0
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,unknown,1
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,unknown,0
56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,unknown,1
39,admin.,divorced,secondary,no,878,yes,no,cellular,15,may,611,5,unknown,1
46,admin.,married,secondary,no,44,no,no,cellular,6,aug,175,2,unknown,0
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,other,1
52,services,married,secondary,no,1351,yes,no,telephone,6,feb,11,3,unknown,0
27,management,married,tertiary,no,145,no,no,cellular,29,jan,103,1,unknown,0
27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,unknown,1
32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,unknown,0
34,admin.,married,secondary,no,1191,yes,no,unknown,21,may,383,2,unknown,0
46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,other,1
33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,unknown,1
42,blue-collar,married,secondary,no,443,yes,no,unknown,2,jun,671,5,unknown,1
31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,unknown,1
31,management,married,tertiary,no,-181,yes,no,cellular,8,may,127,1,failure,0
28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,unknown,0
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,success,1
55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,unknown,1
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,failure,1
49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,unknown,1
48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,success,1
75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,other,0
46,technician,married,unknown,no,3308,no,no,cellular,28,jul,219,2,unknown,1
33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,failure,0
37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,failure,1
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,success,1
74,retired,married,primary,no,1413,no,no,cellular,25,feb,385,2,unknown,1
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,failure,0
35,blue-collar,married,secondary,no,1312,yes,no,cellular,18,may,224,1,unknown,0
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,unknown,1
31,technician,single,tertiary,no,3729,yes,no,cellular,5,feb,176,2,other,0
33,admin.,single,tertiary,no,2,no,no,cellular,29,jan,132,2,unknown,0
55,services,married,secondary,no,1150,no,yes,cellular,23,jul,218,3,unknown,0
33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,unknown,1
47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,other,1
38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,unknown,1
42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,success,1
51,management,married,tertiary,no,-15,no,no,cellular,25,jul,212,2,unknown,0
33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,unknown,1
38,management,married,secondary,no,124,no,no,cellular,20,aug,202,2,unknown,0
77,retired,married,tertiary,no,0,no,no,cellular,6,apr,190,1,unknown,0
31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,failure,0
36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,unknown,1
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,other,1
39,management,married,tertiary,no,15,yes,yes,cellular,21,nov,90,2,unknown,0
37,services,married,secondary,no,580,yes,no,unknown,2,jun,469,2,unknown,0
43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,unknown,0
32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,failure,1
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,unknown,1
34,blue-collar,married,secondary,no,457,yes,yes,unknown,27,may,188,1,unknown,0
34,admin.,single,tertiary,no,4254,yes,no,cellular,21,nov,714,1,unknown,1
61,retired,married,primary,no,56,no,no,cellular,7,sep,288,3,unknown,1
29,services,single,secondary,no,9,no,yes,cellular,8,jul,202,2,unknown,0
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,unknown,1
41,management,married,tertiary,no,4,yes,no,cellular,15,jul,63,2,unknown,0
59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,unknown,1
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,success,1
24,student,single,secondary,no,689,no,no,cellular,8,sep,630,1,unknown,1
31,admin.,married,secondary,no,457,yes,no,cellular,21,nov,283,1,failure,0
31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,unknown,1
32,technician,married,secondary,no,-413,yes,no,cellular,13,aug,100,2,unknown,0
44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,failure,1
43,technician,single,secondary,no,4990,yes,no,cellular,22,aug,88,10,unknown,0
46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,unknown,1
44,self-employed,married,secondary,no,0,yes,no,cellular,20,nov,40,3,unknown,0
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,failure,1
40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,unknown,1
55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,unknown,0
40,technician,married,secondary,no,1159,no,no,telephone,21,oct,19,1,unknown,0
33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,other,0
47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,unknown,0
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,failure,1
37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,unknown,1
50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,success,0
28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,unknown,1
33,blue-collar,married,secondary,no,7063,yes,no,unknown,28,may,116,9,unknown,0
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,unknown,1
30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,unknown,0
51,blue-collar,single,primary,no,368,yes,no,unknown,9,may,205,1,unknown,0
36,admin.,married,secondary,no,-118,yes,yes,unknown,23,may,263,2,unknown,0
22,student,single,secondary,no,330,yes,no,cellular,18,may,105,1,unknown,0
30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,unknown,1
41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,unknown,1
31,services,married,secondary,no,891,yes,no,unknown,21,may,44,3,unknown,0
53,housemaid,married,primary,no,5098,yes,no,unknown,6,jun,155,3,unknown,0
55,management,married,tertiary,no,12675,no,no,cellular,19,nov,195,2,unknown,0
53,blue-collar,single,primary,no,210,yes,no,cellular,15,may,984,1,failure,0
50,blue-collar,married,primary,no,3304,yes,no,cellular,20,apr,218,1,unknown,0
32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,other,1
49,housemaid,married,primary,no,3376,no,no,unknown,9,jun,119,3,unknown,0
31,management,single,tertiary,no,-307,yes,yes,unknown,26,may,91,2,unknown,0
32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,success,1
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,success,1
31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,failure,0
36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,unknown,1
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,success,1
49,technician,divorced,secondary,yes,-757,yes,yes,unknown,2,jun,68,1,unknown,0
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,success,1
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,2,failure,1
27,student,single,tertiary,no,1013,no,no,cellular,28,jan,965,3,unknown,0
31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,failure,1
29,management,single,tertiary,no,697,no,no,cellular,4,feb,206,1,unknown,1
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,unknown,1
27,admin.,married,secondary,no,158,yes,no,cellular,25,jul,124,2,unknown,0
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,other,0
26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,success,1
34,technician,married,secondary,no,545,yes,no,cellular,25,aug,96,4,unknown,0
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,unknown,0
27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,unknown,1
33,services,divorced,secondary,no,2358,yes,no,cellular,20,apr,529,3,unknown,0
29,services,divorced,secondary,no,590,yes,no,unknown,30,may,76,2,unknown,0
43,admin.,single,secondary,no,140,yes,no,unknown,7,may,127,1,unknown,0
39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,failure,1
41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,unknown,1
27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,failure,1
34,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55,1,unknown,0
40,housemaid,single,primary,no,109,yes,no,cellular,8,may,308,1,failure,0
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,success,1
57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,unknown,0
30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,unknown,1
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,409,2,unknown,1
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,unknown,1
30,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,unknown,1
57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,unknown,1
44,admin.,married,secondary,no,1305,no,no,cellular,30,jul,72,4,unknown,0
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,success,1
45,blue-collar,married,unknown,no,-320,yes,no,unknown,28,may,204,3,unknown,0
34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,other,1
59,retired,divorced,secondary,no,602,no,no,unknown,20,jun,89,3,unknown,0
43,services,married,secondary,no,3305,yes,no,cellular,17,nov,387,1,unknown,0
31,services,married,secondary,no,447,no,no,cellular,19,mar,220,3,unknown,1
39,self-employed,single,tertiary,no,2298,yes,yes,cellular,20,apr,13,2,other,0
42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,unknown,0
53,admin.,married,secondary,no,264,yes,no,cellular,5,feb,159,1,unknown,0
38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,success,1
26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,unknown,1
51,management,married,tertiary,no,0,no,no,unknown,7,jun,302,1,unknown,1
47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,unknown,1
31,self-employed,single,tertiary,no,144,yes,no,unknown,16,may,676,1,unknown,1
55,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,1,unknown,1
59,technician,married,secondary,no,0,yes,yes,unknown,28,may,109,1,unknown,0
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,success,1
54,retired,married,tertiary,no,1778,no,no,cellular,14,aug,319,1,failure,0
49,blue-collar,married,secondary,no,55,no,no,unknown,11,jun,112,4,unknown,0
59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,unknown,1
75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,success,1
24,technician,single,secondary,no,987,no,yes,cellular,17,jun,208,4,unknown,0
24,admin.,single,tertiary,no,805,yes,no,cellular,5,may,169,2,unknown,0
42,admin.,married,unknown,no,756,no,no,cellular,7,may,116,3,unknown,0
31,admin.,married,secondary,no,2,yes,yes,cellular,12,may,703,4,unknown,1
38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,1,unknown,0
41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,unknown,0
28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,failure,1
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,215,3,unknown,0
32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,unknown,1
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,success,1
43,technician,married,secondary,no,0,no,no,cellular,19,aug,313,3,unknown,0
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,unknown,1
59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,unknown,1
37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,unknown,0
58,retired,married,tertiary,no,941,no,yes,cellular,9,jul,254,1,unknown,0
34,admin.,married,tertiary,no,3520,no,no,cellular,18,nov,95,1,unknown,0
33,management,single,tertiary,yes,-5,no,no,cellular,18,aug,127,4,unknown,0
32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,unknown,0
39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,unknown,1
45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,other,1
53,blue-collar,married,secondary,no,1103,yes,yes,unknown,30,may,163,4,unknown,0
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,failure,1
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,unknown,1
32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,unknown,1
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,unknown,1
25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,unknown,0
32,technician,single,tertiary,no,881,no,no,cellular,8,aug,79,1,unknown,0
39,management,single,tertiary,no,572,yes,no,cellular,31,jul,153,20,unknown,0
37,technician,married,secondary,no,5115,yes,no,unknown,30,may,45,4,unknown,0
38,technician,single,secondary,no,227,no,no,cellular,13,aug,95,4,unknown,0
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,unknown,1
26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,1,unknown,1
51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,unknown,0
34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,failure,0
36,management,divorced,tertiary,no,276,yes,no,cellular,22,aug,131,2,unknown,0
52,blue-collar,married,secondary,no,7225,no,no,cellular,19,nov,205,2,failure,0
21,unemployed,single,secondary,no,280,no,no,cellular,11,aug,280,2,unknown,0
38,unemployed,married,primary,no,447,yes,no,unknown,7,may,365,4,unknown,0
50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,unknown,1
37,services,divorced,secondary,no,135,no,no,cellular,10,jul,460,1,unknown,0
25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,unknown,1
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,unknown,0
49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,unknown,1
56,services,married,primary,no,486,no,yes,telephone,21,jul,1877,1,unknown,1
33,self-employed,married,tertiary,no,666,yes,no,cellular,16,apr,297,1,unknown,0
55,management,married,tertiary,no,86,no,no,telephone,16,jun,64,1,unknown,0
35,management,single,tertiary,no,331,yes,no,cellular,18,may,30,5,unknown,0
21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,unknown,1
35,technician,married,secondary,no,0,no,no,cellular,11,jul,271,2,unknown,0
43,blue-collar,married,secondary,no,57,yes,no,cellular,25,jul,188,5,unknown,0
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,success,1
62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,unknown,1
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,failure,1
31,management,single,tertiary,no,86,no,no,cellular,12,aug,150,4,unknown,0
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,success,1
39,technician,married,secondary,no,3528,yes,no,unknown,21,may,226,1,unknown,0
30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,failure,0
77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,unknown,1
59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,unknown,1
46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,unknown,1
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,jul,210,3,other,1
30,technician,married,secondary,no,3123,yes,no,cellular,15,may,49,2,other,0
23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,1,unknown,0
31,management,single,secondary,yes,20,yes,no,cellular,28,jul,141,5,unknown,0
32,unemployed,single,secondary,no,331,yes,no,unknown,9,may,211,2,unknown,0
48,management,married,tertiary,no,2,no,no,cellular,15,sep,103,1,failure,0
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,unknown,1
43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,unknown,1
